GBD_Specimen_ID,BirdLife_name,Jetz_taxo,"Source (Museum, Field)",Specimen_Ring.Number,Collector,Sex,Juv,Bill_TotalCulmen,Bill_Nares,Bill_Width,Bill_Depth,Subspecies,Measurer,Publication
Pyrrhulagra violacea_2,Pyrrhulagra violacea,Loxigilla violacea,NHMUK,1906.12.7.2072,,F,,16.8,10.4,7.1,10.8,,HM,
Pyrrhulagra violacea_3,Pyrrhulagra violacea,Loxigilla violacea,NHMUK,1906.12.7.2075,,M,,19,11.5,7.8,12.4,,HM,
Pyrrhulagra violacea_4,Pyrrhulagra violacea,Loxigilla violacea,NHMUK,1906.12.7.2078,,M,,17,10.5,8,11.9,,HM,
Pyrrhulagra violacea_5,Pyrrhulagra violacea,Loxigilla violacea,NHMUK,1906.12.7.2081,,F,,14.9,9.7,7.7,10.7,,HM,
Pyrrhulagra violacea_6,Pyrrhulagra violacea,Loxigilla violacea,NHMUK,1914.12.1.912,,M,,18.5,NA,8.5,12.1,violacea,GT,
Loxipasser anoxanthus_1,Loxipasser anoxanthus,Loxipasser anoxanthus,NA,NA,,U,-,10.3,NA,NA,NA,,RR,Ricklefs 2017
Loxipasser anoxanthus_2,Loxipasser anoxanthus,Loxipasser anoxanthus,NHMUK,1919.9.10.74,,M,,9.6,6.1,4,7,,CS,
Loxipasser anoxanthus_3,Loxipasser anoxanthus,Loxipasser anoxanthus,NHMUK,85.12.14.343,,M,,11.1,5.9,3.8,6,,CS,
Loxipasser anoxanthus_4,Loxipasser anoxanthus,Loxipasser anoxanthus,NHMUK,85.12.14.345,,M,,10.1,NA,4.4,6.5,,GT,
Loxipasser anoxanthus_5,Loxipasser anoxanthus,Loxipasser anoxanthus,NHMUK,85.2.10.81,,F,,10.8,6.8,4.4,6.3,,CS,
Loxipasser anoxanthus_6,Loxipasser anoxanthus,Loxipasser anoxanthus,NHMUK,85.2.10.82,,F,,10,6.3,3.5,5.8,,CS,
Phonipara canora_1,Phonipara canora,Tiaris canorus,NHMUK,1885.12.14.630,,M,,9.2,6.4,4.1,5.6,,AMGZ,
Phonipara canora_2,Phonipara canora,Tiaris canorus,NHMUK,1885.2.10.204,,M,,9.7,6,4.2,5,,AMGZ,
Phonipara canora_3,Phonipara canora,Tiaris canorus,NHMUK,1885.2.10.265,,F,,9.1,6.1,4.5,6.2,,AMGZ,
Phonipara canora_4,Phonipara canora,Tiaris canorus,NHMUK,1969.52.975,,M,,9.8,6.4,3.9,5.8,,AMGZ,
Loxigilla noctis_1,Loxigilla noctis,Loxigilla noctis,NA,NA,,U,-,13.7,NA,NA,NA,,RR,Ricklefs 2017
Loxigilla noctis_2,Loxigilla noctis,Loxigilla noctis,NHMUK,182.1.12.42,,F,,13.6,8.1,4.2,7.2,,HM,
Loxigilla noctis_3,Loxigilla noctis,Loxigilla noctis,NHMUK,1892.1.12.43,,M,,14.1,8.9,5,7.8,,HM,
Loxigilla noctis_4,Loxigilla noctis,Loxigilla noctis,NHMUK,1893.12.16.7,,M,,14.4,8.7,4.8,7.7,,HM,
Loxigilla noctis_5,Loxigilla noctis,Loxigilla noctis,NHMUK,1905.6.28.227,,F,,13.7,8.6,4.3,6.7,,HM,
Loxigilla noctis_6,Loxigilla noctis,Loxigilla noctis,NHMUK,98.2.8.99,,U,,13.7,NA,5.6,7.5,crissalis,GT,
Loxigilla barbadensis_1,Loxigilla barbadensis,Loxigilla barbadensis,NHMUK,1904.8.17.230,,M,,15.9,9.6,5.4,7.1,,HM,
Loxigilla barbadensis_2,Loxigilla barbadensis,Loxigilla barbadensis,NHMUK,1904.8.17.231,,M,,15.4,9.2,5.1,7.3,,HM,
Loxigilla barbadensis_3,Loxigilla barbadensis,Loxigilla barbadensis,NHMUK,1904.8.17.232,,F,,14.5,8.6,4.8,6.7,,HM,
Loxigilla barbadensis_4,Loxigilla barbadensis,Loxigilla barbadensis,NHMUK,1914.12.1.33,,F,,14.5,8.4,4.8,6.7,,HM,
Loxigilla barbadensis_5,Loxigilla barbadensis,Loxigilla barbadensis,NHMUK,1914.12.1.931,,M,,14.8,NA,4.7,7,barbadensis,GT,
Melanospiza bicolor_1,Melanospiza bicolor,Tiaris bicolor,NA,NA,,U,-,10.9,NA,NA,NA,,RR,Ricklefs 2017
Melanospiza bicolor_10,Melanospiza bicolor,Tiaris bicolor,NHMD,9700,NA,U,,13.7,NA,NA,NA,bicolor,LN,
Melanospiza bicolor_11,Melanospiza bicolor,Tiaris bicolor,NHMD,9701,NA,U,,10.9,NA,NA,NA,bicolor,LN,
Melanospiza bicolor_12,Melanospiza bicolor,Tiaris bicolor,NHMD,9703,NA,U,,10.7,NA,NA,NA,bicolor,LN,
Melanospiza bicolor_13,Melanospiza bicolor,Tiaris bicolor,Field sample,NA,,U,,9.2,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Melanospiza bicolor_2,Melanospiza bicolor,Tiaris bicolor,NHMUK,1904.8.17.206,,F,,10.5,6.3,4,5.7,,AMGZ,
Melanospiza bicolor_3,Melanospiza bicolor,Tiaris bicolor,NHMUK,1914.12.1.891,,M,,10.2,NA,4.9,5.8,bicolor,GT,
Melanospiza bicolor_4,Melanospiza bicolor,Tiaris bicolor,NHMUK,1914.12.1.893,,M,,10,6.3,4.5,6.1,,AMGZ,
Melanospiza bicolor_5,Melanospiza bicolor,Tiaris bicolor,NHMUK,1914.12.1.900,,F,,10.1,5.9,3.9,5.2,,AMGZ,
Melanospiza bicolor_6,Melanospiza bicolor,Tiaris bicolor,NHMUK,1914.12.1.901,,M,,11,NA,3.7,5.9,bicolor,GT,
Melanospiza bicolor_7,Melanospiza bicolor,Tiaris bicolor,NHMUK,1914.12.1.903,,M,,10.6,6.9,4.1,5.7,,AMGZ,
Melanospiza bicolor_8,Melanospiza bicolor,Tiaris bicolor,NHMD,9697,NA,M,,9.7,NA,NA,NA,bicolor,LN,
Melanospiza bicolor_9,Melanospiza bicolor,Tiaris bicolor,NHMD,9698,NA,U,,10.7,NA,NA,NA,bicolor,LN,
Melanospiza richardsoni_1,Melanospiza richardsoni,Melanospiza richardsoni,NA,NA,,U,-,16.5,NA,NA,NA,,RR,Ricklefs 2017
Melanospiza richardsoni_2,Melanospiza richardsoni,Melanospiza richardsoni,NHMUK,1938.1.12.1,,M,,17.2,11.2,6.4,9.4,,HM,
Asemospiza obscura_1,Asemospiza obscura,Tiaris obscurus,NHMUK,1896.10.6.268,,M,,13,6.7,4.4,5.7,obsuscura,HM,
Asemospiza obscura_10,Asemospiza obscura,Tiaris obscurus,Field sample,NA,,F,,7.4,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Asemospiza obscura_11,Asemospiza obscura,Tiaris obscurus,Field sample,NA,,U,,7.2,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Asemospiza obscura_2,Asemospiza obscura,Tiaris obscurus,NHMUK,1896.10.6.272,,M,,13.1,4.8,5.4,5.5,obsuscura,HM,
Asemospiza obscura_3,Asemospiza obscura,Tiaris obscurus,NHMUK,1902.3.13.395,,M,,11.1,5.6,4.3,5.8,obsuscura,HM,
Asemospiza obscura_4,Asemospiza obscura,Tiaris obscurus,NHMUK,1902.3.13.396,,M,,12.5,4.5,5.7,5.7,obsuscura,HM,
Asemospiza obscura_5,Asemospiza obscura,Tiaris obscurus,NHMUK,96.10.6.271,,M,,10.3,NA,4.1,6.1,obscura,GT,
Asemospiza obscura_6,Asemospiza obscura,Tiaris obscurus,Field sample,NA,,U,,10.4,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Asemospiza obscura_7,Asemospiza obscura,Tiaris obscurus,Field sample,NA,,U,,10.4,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Asemospiza obscura_8,Asemospiza obscura,Tiaris obscurus,Field sample,NA,,U,,9.9,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Asemospiza obscura_9,Asemospiza obscura,Tiaris obscurus,Field sample,NA,,F,,9,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Asemospiza fuliginosa_1,Asemospiza fuliginosa,Tiaris fuliginosus,LSUMZ,63510,,M,,11.9,7.5,6.9,8.1,,DS,
Asemospiza fuliginosa_2,Asemospiza fuliginosa,Tiaris fuliginosus,LSUMZ,71880,,F,,12,7.3,6.6,8.2,,DS,
Asemospiza fuliginosa_3,Asemospiza fuliginosa,Tiaris fuliginosus,NHMUK,1885.2.10.104,,U,,14,7.2,5,7.8,Subspecies fuliginosa,TB,
Asemospiza fuliginosa_4,Asemospiza fuliginosa,Tiaris fuliginosus,NHMUK,1885.2.10.105,,M,,12,8.3,5.7,6.4,Subspecies fuliginosa,TB,
Asemospiza fuliginosa_5,Asemospiza fuliginosa,Tiaris fuliginosus,NHMUK,1886.8.1.11,,U,,13.4,8.6,5.8,7.1,Subspecies fuliginosa,TB,
Asemospiza fuliginosa_6,Asemospiza fuliginosa,Tiaris fuliginosus,NHMUK,85.2.10.105,,M,,11.8,NA,5.2,6.4,,GT,
Asemospiza fuliginosa_7,Asemospiza fuliginosa,Tiaris fuliginosus,UFPE,3360,,F,,10.5,NA,NA,7.5,,VL,
Asemospiza fuliginosa_8,Asemospiza fuliginosa,Tiaris fuliginosus,UFPE,3765,,M,,11.5,NA,NA,7.4,,VL,
Certhidea olivacea_1,Certhidea olivacea,Certhidea olivacea,NHMUK,84.7.31.124,,M,,12.3,NA,3.2,3.4,olivacea,GT,
Certhidea olivacea_2,Certhidea olivacea,Certhidea olivacea,NHMUK,85.4.1.188,,M,,12.6,NA,3.1,3.5,olivacea,GT,
Certhidea olivacea_3,Certhidea olivacea,Certhidea olivacea,NHMUK,99.9.1.145,,M,,11.1,6.9,3.9,4.3,,CS,
Certhidea olivacea_4,Certhidea olivacea,Certhidea olivacea,NHMUK,99.9.1.146,,F,,12,7.8,4,4.2,,CS,
Certhidea olivacea_5,Certhidea olivacea,Certhidea olivacea,NHMUK,99.9.1.76,,F,,12.1,9.1,3.7,3.9,,CS,
Certhidea olivacea_6,Certhidea olivacea,Certhidea olivacea,NHMUK,99.9.1.88,,M,,11.6,7.8,3.6,3.5,,CS,
Certhidea fusca_1,Certhidea fusca,Certhidea olivacea,NHMUK,75.4.2.56,,M,,12.3,NA,3.1,3.3,fusca,GT,
Certhidea fusca_2,Certhidea fusca,Certhidea olivacea,NHMUK,99.9.1.127,,M,,12.5,NA,2.8,3.6,fusca,GT,
Platyspiza crassirostris_1,Platyspiza crassirostris,Platyspiza crassirostris,NA,NA,,U,-,16.8,NA,NA,NA,,RR,Ricklefs 2017
Platyspiza crassirostris_10,Platyspiza crassirostris,Platyspiza crassirostris,NHMUK,99.9.1.397,,F,,16.7,NA,6.3,10.9,,GT,
Platyspiza crassirostris_2,Platyspiza crassirostris,Platyspiza crassirostris,NHMUK,1899.9.1.389,,F,,17.1,10.5,6.3,10.1,,HM,
Platyspiza crassirostris_3,Platyspiza crassirostris,Platyspiza crassirostris,NHMUK,1899.9.1.390,,M,,17.5,11.1,8,11.2,,HM,
Platyspiza crassirostris_4,Platyspiza crassirostris,Platyspiza crassirostris,NHMUK,1899.9.1.401,,F,,17.9,10.1,6.5,10.1,,HM,
Platyspiza crassirostris_5,Platyspiza crassirostris,Platyspiza crassirostris,NHMUK,1899.9.1.406,,M,,17.3,10.7,7,10.5,,HM,
Platyspiza crassirostris_6,Platyspiza crassirostris,Platyspiza crassirostris,NHMUK,75.4.2.34,,M,,17.6,NA,5.8,10.4,,GT,
Platyspiza crassirostris_7,Platyspiza crassirostris,Platyspiza crassirostris,NHMUK,85.12.14.544,,F,,17.5,NA,6.4,11,,GT,
Platyspiza crassirostris_8,Platyspiza crassirostris,Platyspiza crassirostris,NHMUK,99.9.1.390,,M,,16.9,NA,6.8,11.9,,GT,
Platyspiza crassirostris_9,Platyspiza crassirostris,Platyspiza crassirostris,NHMUK,99.9.1.396,,M,,17.8,NA,7.6,10.8,,GT,
Pinaroloxias inornata_1,Pinaroloxias inornata,Pinaroloxias inornata,NHMUK,1931.7.11.1,,M,,15.3,NA,4.1,5.1,,GT,
Pinaroloxias inornata_2,Pinaroloxias inornata,Pinaroloxias inornata,NHMUK,1949.58.833,,M,,13.8,9.1,4.2,5,,CS,
Pinaroloxias inornata_3,Pinaroloxias inornata,Pinaroloxias inornata,NHMUK,1949.58.852,,M,,16,10.3,3.9,6.5,,CS,
Pinaroloxias inornata_4,Pinaroloxias inornata,Pinaroloxias inornata,NHMUK,1949.58.923,,F,,13.3,9.4,4.4,5.4,,CS,
Pinaroloxias inornata_5,Pinaroloxias inornata,Pinaroloxias inornata,NHMUK,1949.58.924,,F,,13.9,10.2,4.2,5.4,,CS,
Geospiza heliobates_1,Geospiza heliobates,Camarhynchus heliobates,AMNH,518210,,M,,17.8,11.4,5.3,7.2,,CS,
Geospiza heliobates_2,Geospiza heliobates,Camarhynchus heliobates,AMNH,518211,,M,,16.7,9.9,4.9,6.7,,CS,
Geospiza heliobates_3,Geospiza heliobates,Camarhynchus heliobates,AMNH,518225,,F,,17.2,11.6,5.2,7.4,,CS,
Geospiza heliobates_4,Geospiza heliobates,Camarhynchus heliobates,AMNH,518229,,F,,17.1,11.5,5,6.9,,CS,
Geospiza pauper_1,Geospiza pauper,Camarhynchus pauper,AMNH,518062,,M,,14.6,9.7,5.4,8.7,,CS,
Geospiza pauper_2,Geospiza pauper,Camarhynchus pauper,AMNH,518063,,M,,14.8,10,5.5,9.3,,CS,
Geospiza pauper_3,Geospiza pauper,Camarhynchus pauper,AMNH,518071,,F,,14.9,8.9,5,7.7,,CS,
Geospiza pauper_4,Geospiza pauper,Camarhynchus pauper,AMNH,518072,,F,,13.9,9.4,4.8,7.5,,CS,
Geospiza pallida_1,Geospiza pallida,Camarhynchus pallidus,NA,NA,,U,-,18,NA,NA,NA,,RR,Ricklefs 2017
Geospiza pallida_2,Geospiza pallida,Camarhynchus pallidus,NHMUK,75.4.2.63,,F,,17.4,11.7,5,7.5,,SRW,
Geospiza pallida_3,Geospiza pallida,Camarhynchus pallidus,NHMUK,99.9.1.383,,F,,16.7,11,4.5,6.8,,SRW,
Geospiza pallida_4,Geospiza pallida,Camarhynchus pallidus,NHMUK,99.9.1.385,,M,,16.7,11.4,5.2,7.6,,SRW,
Geospiza pallida_5,Geospiza pallida,Camarhynchus pallidus,NHMUK,99.9.1.386,,M,,17.1,NA,6.3,7.6,,GT,
Geospiza pallida_6,Geospiza pallida,Camarhynchus pallidus,NHMUK,99.9.1.387,,M,,17.7,10.9,5,7.6,,SRW,
Geospiza psittacula_1,Geospiza psittacula,Camarhynchus psittacula,NA,NA,,U,-,15.5,NA,NA,NA,,RR,Ricklefs 2017
Geospiza psittacula_2,Geospiza psittacula,Camarhynchus psittacula,NHMUK,99.9.1.438,,F,,14.8,9.2,5.7,9.8,gould,SRW,
Geospiza psittacula_3,Geospiza psittacula,Camarhynchus psittacula,NHMUK,99.9.1.441,,M,,12.3,8,4.8,7.6,affinis,SRW,
Geospiza psittacula_4,Geospiza psittacula,Camarhynchus psittacula,NHMUK,99.9.1.442,,F,,15.8,NA,6.1,10.4,psittacula,GT,
Geospiza psittacula_5,Geospiza psittacula,Camarhynchus psittacula,NHMUK,99.9.1.444,,F,,15.1,10.1,5.9,10.6,gould,SRW,
Geospiza psittacula_6,Geospiza psittacula,Camarhynchus psittacula,NHMUK,99.9.1.445,,M,,15.6,NA,5.8,10.3,psittacula,GT,
Geospiza psittacula_7,Geospiza psittacula,Camarhynchus psittacula,NHMUK,99.9.1.453,,M,,14.1,NA,6,10,affinis,GT,
Geospiza psittacula_8,Geospiza psittacula,Camarhynchus psittacula,NHMUK,99.9.1.454,,M,,14.3,9.2,5.7,9.5,affinis,SRW,
Geospiza parvula_1,Geospiza parvula,Camarhynchus parvulus,NA,NA,,U,-,12.2,NA,NA,NA,,RR,Ricklefs 2017
Geospiza parvula_2,Geospiza parvula,Camarhynchus parvulus,NHMUK,75.4.2.38,,M,,13,7.2,4.1,6.3,,SRW,
Geospiza parvula_3,Geospiza parvula,Camarhynchus parvulus,NHMUK,99.9.1.408,,F,,9.7,6.2,4.1,6.5,,SRW,
Geospiza parvula_4,Geospiza parvula,Camarhynchus parvulus,NHMUK,99.9.1.41,,M,,11.6,NA,4.7,6.9,parvulus,GT,
Geospiza parvula_5,Geospiza parvula,Camarhynchus parvulus,NHMUK,99.9.1.419,,M,,10.2,6.3,3.8,6.2,,SRW,
Geospiza parvula_6,Geospiza parvula,Camarhynchus parvulus,NHMUK,99.9.1.421,,F,,11.8,8.3,4.1,6.5,,SRW,
Geospiza parvula_7,Geospiza parvula,Camarhynchus parvulus,NHMUK,99.9.1.424,,M,,10.7,NA,4.8,6.8,parvulus,GT,
Geospiza fuliginosa_1,Geospiza fuliginosa,Geospiza fuliginosa,NA,NA,,U,-,12.5,NA,NA,NA,,RR,Ricklefs 2017
Geospiza fuliginosa_10,Geospiza fuliginosa,Geospiza fuliginosa,Field sample,NA,,M,,NA,8.6,6.4,7.3,,DTB,
Geospiza fuliginosa_11,Geospiza fuliginosa,Geospiza fuliginosa,Field sample,NA,,M,,NA,8.8,6.1,6.7,,DTB,
Geospiza fuliginosa_12,Geospiza fuliginosa,Geospiza fuliginosa,Field sample,NA,,F,,NA,9.8,6.2,7.4,,DTB,
Geospiza fuliginosa_13,Geospiza fuliginosa,Geospiza fuliginosa,Field sample,NA,,F,,NA,8.9,5.8,6.4,,DTB,
Geospiza fuliginosa_14,Geospiza fuliginosa,Geospiza fuliginosa,Field sample,NA,,M,,NA,10.7,6.7,7.3,,DTB,
Geospiza fuliginosa_15,Geospiza fuliginosa,Geospiza fuliginosa,Field sample,NA,,F,,NA,10.1,6.6,7.2,,DTB,
Geospiza fuliginosa_16,Geospiza fuliginosa,Geospiza fuliginosa,Field sample,NA,,M,,NA,10.9,6.5,7.6,,DTB,
Geospiza fuliginosa_17,Geospiza fuliginosa,Geospiza fuliginosa,Field sample,NA,,F,,NA,9.2,5.7,6.7,,DTB,
Geospiza fuliginosa_2,Geospiza fuliginosa,Geospiza fuliginosa,NHMUK,1899.9.1.276,,F,,11.4,7.9,4.5,6.1,,AMGZ,
Geospiza fuliginosa_3,Geospiza fuliginosa,Geospiza fuliginosa,NHMUK,1899.9.1.280,,F,,12.7,8.2,4.2,6.3,,AMGZ,
Geospiza fuliginosa_4,Geospiza fuliginosa,Geospiza fuliginosa,NHMUK,1899.9.1.288,,M,,13.3,8.3,4.7,6.5,,AMGZ,
Geospiza fuliginosa_5,Geospiza fuliginosa,Geospiza fuliginosa,NHMUK,1925.12.22.78,,M,,12.9,8.7,4.9,6.7,,AMGZ,
Geospiza fuliginosa_6,Geospiza fuliginosa,Geospiza fuliginosa,NHMUK,99.9.1.299,,M,,13.8,NA,5.9,7.6,fuliginosa,GT,
Geospiza fuliginosa_7,Geospiza fuliginosa,Geospiza fuliginosa,Field sample,NA,,M,,NA,8.4,6.7,7.3,,DTB,
Geospiza fuliginosa_8,Geospiza fuliginosa,Geospiza fuliginosa,Field sample,NA,,M,,NA,7.8,5.9,6.7,,DTB,
Geospiza fuliginosa_9,Geospiza fuliginosa,Geospiza fuliginosa,Field sample,NA,,M,,NA,8.3,6.1,6.8,,DTB,
Geospiza difficilis_1,Geospiza difficilis,Geospiza difficilis,NA,NA,,U,-,15,NA,NA,NA,,RR,Ricklefs 2017
Geospiza difficilis_10,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,9.9,6.9,7.5,,DTB,
Geospiza difficilis_11,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,9.4,6.9,7.5,,DTB,
Geospiza difficilis_12,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,10,6.7,7.3,,DTB,
Geospiza difficilis_13,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,9.4,6.8,7.7,,DTB,
Geospiza difficilis_14,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,10.2,6.7,7.6,,DTB,
Geospiza difficilis_15,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,9.6,6.6,7.6,,DTB,
Geospiza difficilis_16,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,10.3,7.1,7.4,,DTB,
Geospiza difficilis_17,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,10,7.1,7.6,,DTB,
Geospiza difficilis_18,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,9.2,7,7.5,,DTB,
Geospiza difficilis_19,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,12.4,6.1,7.4,,DTB,
Geospiza difficilis_2,Geospiza difficilis,Geospiza difficilis,NHMUK,1899.9.1.321,,M,,15.2,10,5.2,6.9,,HM,
Geospiza difficilis_20,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,12.8,7.1,7.5,,DTB,
Geospiza difficilis_21,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,12.4,6.4,7.6,,DTB,
Geospiza difficilis_22,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,12.3,6.6,7.6,,DTB,
Geospiza difficilis_23,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,12.2,6.5,7.7,,DTB,
Geospiza difficilis_24,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,11.7,6.6,7,,DTB,
Geospiza difficilis_25,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,12.4,6.4,7.2,,DTB,
Geospiza difficilis_26,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,13.8,6.7,7.4,,DTB,
Geospiza difficilis_27,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,12,6.6,7.3,,DTB,
Geospiza difficilis_28,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,9.7,5.6,6.7,,DTB,
Geospiza difficilis_29,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,9.3,6,6.5,,DTB,
Geospiza difficilis_3,Geospiza difficilis,Geospiza difficilis,NHMUK,1899.9.1.322,,M,,15.2,9.5,5,6.6,,HM,
Geospiza difficilis_30,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,9.2,6.1,6.8,,DTB,
Geospiza difficilis_31,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,9.1,6.6,6.4,,DTB,
Geospiza difficilis_32,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,9.3,5.8,6.5,,DTB,
Geospiza difficilis_33,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,10.1,6.4,6.5,,DTB,
Geospiza difficilis_34,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,10.1,6,6.5,,DTB,
Geospiza difficilis_35,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,9.8,6.3,7.2,,DTB,
Geospiza difficilis_36,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,9.4,6.1,6.6,,DTB,
Geospiza difficilis_37,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,9.3,5.5,6.4,,DTB,
Geospiza difficilis_38,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,9.6,6.1,6.7,,DTB,
Geospiza difficilis_39,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,9.5,6.3,6.9,,DTB,
Geospiza difficilis_4,Geospiza difficilis,Geospiza difficilis,NHMUK,1899.9.1.323,,F,,14.2,9.2,4.4,6.5,,HM,
Geospiza difficilis_40,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,9.4,6.2,6.6,,DTB,
Geospiza difficilis_41,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,9.3,6,6.8,,DTB,
Geospiza difficilis_42,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,9.3,6.3,6.8,,DTB,
Geospiza difficilis_43,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,9.8,6.1,6.4,,DTB,
Geospiza difficilis_44,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,9.7,5.8,6.2,,DTB,
Geospiza difficilis_45,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,9.6,5.6,6.2,,DTB,
Geospiza difficilis_46,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,9,5.9,6.2,,DTB,
Geospiza difficilis_47,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,10,6.6,7.4,,DTB,
Geospiza difficilis_48,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,9.8,6.3,6.8,,DTB,
Geospiza difficilis_49,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,8.8,6.6,6.6,,DTB,
Geospiza difficilis_5,Geospiza difficilis,Geospiza difficilis,NHMUK,1899.9.1.326,,F,,14.3,9.9,5,6.7,,HM,
Geospiza difficilis_50,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,8.3,5.9,6.7,,DTB,
Geospiza difficilis_51,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,9.4,6.2,6.7,,DTB,
Geospiza difficilis_52,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,8.7,5.5,6.3,,DTB,
Geospiza difficilis_53,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,9.1,6.4,6.8,,DTB,
Geospiza difficilis_54,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,9.4,6.1,6.5,,DTB,
Geospiza difficilis_55,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,8.9,6.1,6.7,,DTB,
Geospiza difficilis_56,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,9.1,5.9,6.2,,DTB,
Geospiza difficilis_57,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,9.3,5.9,6.6,,DTB,
Geospiza difficilis_58,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,11.8,6.1,6.7,,DTB,
Geospiza difficilis_59,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,10.3,4.7,7,,DTB,
Geospiza difficilis_6,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,10.4,6.6,7.5,,DTB,
Geospiza difficilis_60,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,11.2,5.9,6.8,,DTB,
Geospiza difficilis_61,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,10.3,5.5,6.6,,DTB,
Geospiza difficilis_62,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,10.9,6,7.2,,DTB,
Geospiza difficilis_63,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,11.1,6.4,7.1,,DTB,
Geospiza difficilis_64,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,11.5,6.3,7.3,,DTB,
Geospiza difficilis_65,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,11.1,6.3,6.5,,DTB,
Geospiza difficilis_66,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,10.5,5.4,6.4,,DTB,
Geospiza difficilis_67,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,10.4,6,6.5,,DTB,
Geospiza difficilis_68,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,10.7,6.1,6.6,,DTB,
Geospiza difficilis_69,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,11,5.9,6.8,,DTB,
